RecordNumber,Company_Name,Address,Phone,FAX,Notes,Website
1043,"Avalanche Creative Services, Inc.","135 W 29th St Suite 302 New York, NY 10001-5187",212-206-9335,212-206-1538 fax,"...Avalanche doesn't do traditional ""yell and sell"" direct response television. We ve brought selling to a new creative level. We...",http://www.avalanchecreative.tv
1044,BannerDirect,"222 West 83rd St Ste 7G New York, NY 10024",212-737-0700,646-454-1124 fax,"...EXPERIENCE. EXPERTISE. RESULTS.BannerDirect is a full-service, direct response marketing agency with a rich history of proven results and an unwavering...",http://www.bannerdirect.com
1045,BCC Solutions @ Bell and Howell,"75 Josons Dr. Rochester, NY 14623-3438",800-453-3130,585-272-9222 fax,...BCC Solutions @ Bell and Howell is a leading provider of mailing and address database solutions and services. BCC Mail...,http://www.bccsoftware.com
1046,Carl Bloom Associates,"81 Main St Suite 126 White Plains, NY 10601-1719",914-761-2800,914-761-2744 fax,...Call on the experts! Carl Bloom Associates can power up your fundraising program with our proven strategies and techniques. We...,http://www.carlbloom.com
1047,Catalyst,"110 Marina Dr Rochester, NY 14626-5104",585-453-8300,585-453-8360 fax,"...Catalyst is a direct and digital marketing agency that helps clients acquire, retain and develop long-term relationships with their customers....",http://www.catalystinc.com
1048,Concept Media Partners,"307 1992 Commerce St Yorktown Heights, NY 10598",914-767-0032,914-514-1711 fax,...About UsConcept Media Partners Incorporated is a full service multichannel direct mail marketing agency providing media buying services for our...,http://www.Conceptmediapartners.Com
1049,"Crandall Associates, Inc.","6 Litchfield Road, Suite 316 Port Washington, NY 11050",516-767-6800 EXT 206,,"...Executive Recruitment Services Founded in 1973, Crandall Associates, Inc. was the first executive recruitment firm to recognize the emergence of direct...",http://www.crandallassociates.com
1050,Creative Solutions NY LLC,"240 Berkeley PL., #3 Brooklyn, NY 11217-3802",718-636-7690,,"...We start with innovative thinking. Add smart messaging. Then team with proven direct-response techniques. The result? Powerful emails, ads, web...",http://www.creativesolutionsnyllc.com
1051,Cross Country Computer,"570 S. Research Place Central Islip, NY 11722",631-231-4234,631-231-0516 fax,...Cross Country Computer has been servicing all aspects of the direct marketing industry for over 35 years with affordable value...,http://www.crosscountrycomputer.com
1052,"d'exposito & Partners","875 Avenue Of The Americas 25th Floor New York, NY 10001-3507",646-747-8800,212-273-0778 fax,"...About Us d expsito & Partners is an integrated, full-service communications agency with a fresh business model designed to help clients...",http://www.dexpositoandpartners.com
1053,Daniel Gonzalez & Associates,"939 8th Ave. Ste. 300 New York, NY 10019-4205",212-682-0333,212-682-9833 fax,"...Since 1989, Dan Gonzalez has been a direct marketing and publishing consultant specializing in Hispanic direct marketing, providing strategic, creative...",http://thedirectmarketingsearch.com/company.php?id
1054,Drake Direct,"225 East 46th Street Penthouse D New York, NY 10017",212-759-1225,212-759-9756 fax,"...Drake Direct is a database marketing consulting firm specializing in response and risk modeling, customer file segmentation, campaign management, customer...",http://www.drakedirect.com
1055,DSS (DSS Packaging),"28 E. Main St. Suite 1525 Rochester, NY 14614",585-325-3610,716-924-8753 fax,...Premier is a manufacturer of all styles of custom printed or plain folding cartons and photo mailers. Premier Packaging Corporation is...,http://www.dsssecure.com/packaging
1056,Emailvision,"545 5th Avenue Suite 1000 New York, NY 10017",212-257-6018,646-783-7982 fax,"...Emailvision is the international leader in software as a service (SaaS) for email, mobile and social media marketing. The Emailvision...",http://www.emailvision.com
1057,Ernan Roman Direct Marketing Corporation,"3 Melrose Lane Douglas Manor, NY 11363-1220",718-225-4151,718-225-4889 fax,...Ernan Roman was recently inducted into the Marketing Hall of Fame. We help companies...,http://www.erdm.com
1058,Evidon,"28 West 44th Street Suite 800 New York, NY 10036",917-262-2530,,...Evidon is the world’s first and largest dedicated provider of privacy and compliance solutions for digital media. The company provides...,http://www.evidon.com
1059,FlarePath LLC,"200 Cabrini Blvd. #119 New York, NY 10033",212-927-1296,212-927-1561 fax,"...FlarePath, LLC is a direct marketing consulting firm specializing in Customer acquisition, loyalty and multi-channel marketing. The principals have...",http://www.flarepathllc.com
1060,Insight Out of Chaos,"220 E. 23rd St. Ste. 600 New York, NY 10010-4658",212-935-0044,646-742-1245 fax,"...Loyalty Marketing and Customer Relationship Management are an overnight sensation, after 20 years! Why?As technology continues to fragment communications, marketing...",http://www.iooc.com
1061,"JF Direct Marketing, Inc.","73 Croton Avenue Suite 106 Ossining, NY 10562-4973",914-762-8633,914-762-9279 fax,"...A “Leader” in unique and specialized mailing lists, JF Direct Marketing, manages over 50 Direct Response Mailing Lists like “Manta...",http://www.jfdirectmarketing.com
1062,KYP,"380 Lexington Avenue 17th Floor New York, NY 10168-1799",212-551-7878,917-591-1514 fax,...Kyp is an award-winning engagement marketing shop that develops unique solutions using products and services designed to physically engage consumers...,http://www.kyp.com
1063,Lake Group Media,"411 Theodore Fremd Ave # 201 Rye, NY 10580-1411",914-925-2400,914-925-2499 fax,"...Lake Group Media, Inc. is a leading media buying and media sales agency specializing in direct mail, email and online...",http://www.lakegroupmedia.com
1064,Leon Henry Inc.,"200 N. Central Ave. Ste. 220 Hartsdale, NY 10530-1940",914-285-3456,914-285-3450 fax,"...Over 50 years ago, Leon Henry conceived of the idea that is behind Insert Media. Basically, it was and is...",http://www.leonhenryinc.com
1065,Lerose Copywriting,"628 Meadowbrook Rd Uniondale, NY 11553-2620",516-486-0472,516-486-0386 fax,"...I'm best-known as a copywriter. But what I really do is help businesses sell and market their products, publications and services...",http://www.robertlerose.com
1066,LGP Gem Ltd.,"10 W. 46th St., 4A New York, NY 10036",212-840-2510,212-869-1031 fax,"...LGP GEM LTD. is one of the World's Premier suppliers of fashion jewelry and watches. Our high perceived value, low...",http://www.lgpltd.com
1067,Loeb & Loeb LLP,"345 Park Avenue New York, NY 10154",212-407-4000,310.282.2200 fax,"...Loeb & Loeb LLP is a multi-service law firm with more than 300 attorneys in five offices in the US,...",http://www.loeb.com/advancedmediaandtechnologyprac
1068,"Macromark, Inc.","185 Route 312 Ste. 303 Brewster, NY 10509-2338",845-230-6300,845-278-0650 fax,"...Macromark, Inc. is a leading, highly reputable and progressive acquisition, retention and monetization media company. Relying on a vastly experienced...",http://www.macromark.com
1069,Main Street Direct,"One Park Ave. New York, NY 10016-5802",212-779-3000,212-779-3061 fax,...Main Street Direct develops multi-channel marketing solutions that drive consumer behavior and help our clients achieve their goals. Over the...,http://www.mainstreetdirect.com
1070,Marke Communications,"45 West 45th Street New York, NY 10036",212-201-0600,212-213-0785 fax,...What began over 30 years ago continues to evolve today. Marke Communications is a full service agency and an...,http://www.marke.com
1071,MediaMath,"1440 Broadway 21st Floor New York, NY 10018",646-840-4200,,...The Mad Men of the 1960s helped define the way business has been done in our industry for the last...,http://www.mediamath.com
1072,MeritDirect,"333 Westchester Avenue White Plains, NY 10604-2910",914-368-1000,914-368-1150 fax,"...In the highly competitive world of direct marketing services, MeritDirect is a respected leader and a trusted advisor to world...",http://www.meritdirect.com
1073,Moritt Hock & Hamroff LLP,"400 Garden City Plaza Garden City, NY 11530",516-880-7233,,"...Although our firm provides representation in a wide variety of disciplines, we are unique in our culture of resisting rigid...",http://www.moritthock.com
1074,Nettingsolutions,"600 3rd Avenue Suite #217 New York, NY 11016",718-797-3501,646-571-2301 fax,"...Nettingsolutions is a team-driven multinational company with over 10 years of experience, focused on providing solutions for training and marketing...",http://www.nettingsolutions.com
1075,North American Communications,"20 Maple Avenue Armonk, NY 10504",914-273-8620,914-273-3135 fax,"...North American Communications (NAC) is the nation’s largest vertically integrated direct mail & fulfillment company. With regionalized production locations,...",http://www.nacmail.com
1076,Novus Direct (formerly Singer Direct),"195 Broadway 19th Floor New York, NY 10007",212-209-1900,,"...Novus Direct offers comprehensive and integrated multichannel campaign solutions through packaged inserts, direct mail campaigns, revenue enhancement programs and performance-based...",http://www.novusdirect.com
1077,o2kl,"3 West 18th Street 4th Floor New York, NY 10011",646-839-6236,646 839 6254 fax,...Our services cover the entire range of communications that a full service agency -- or a separate specialty agencies -...,http://www.o2kl.com
1078,RAPP,"437 Madison Ave. 4th Fl. New York, NY 10022-7001",212-817-6800,212-590-8603 fax,"...what we do: We create unavoidable experiences that change how people think, act, feel and talk about brands. While others...",http://www.rapp.com
1079,"Return Path, Inc.","304 Park Ave South Seventh Floor New York, NY 10010-4311",212-905-5500,212-905-5501 fax,"...A good reputation: your key to the inbox.As an email sender, your reputation is your most important asset. ...",http://www.returnpath.net
1080,"Sandy Goldshein Associates, Inc.","38 West 21 St 8th Floor New York, NY 10010",212-366-5105,,"...SGA (Sandy Goldshein Associates) was formed in November 1995, and since then we’ve been offering creative, marketing support, preproduction and...",http://www.sgany.com
1081,Sigma Marketing Group,"1850 Winton Road South Rochester, NY 14618-3923",585-473-7300,585-473-4484 fax,"...At SIGMA we help clients build better relationships with their customers online and offline, through both digital and traditional direct...",http://www.sigmamarketing.com
1082,SKM Group,"6350 Transit Rd. Depew, NY 14043-1031",716-989-3200,716-989-3220 fax,...SKM Group is a full service advertising and marketing agency that got its start in direct marketing. With direct...,http://www.skmgroup.com
1083,"Spectra Products, LLC","1364 Reynolds Road Johnson City, NY 13790",607-584-0700,607-798-7771 fax,"...Spectra has specialized in alternative media for over thirty years! We have helped a myriad of organizations with customer acquisition,...",http://www.spectraproducts.com
1084,SPIRE Printing & Packaging LLC.,"501 5th Avenue Suite 800 New York, NY 10017",212-661-1157,,"...SPIRE Printing & Packaging LLC - Helping clients build brand awareness and grow revenue through effective packaging, compelling brochures, high...",http://www.spireprintingandpackaging.com
1085,"Stanton Direct Marketing, Inc.","315 West Water Street Elmira, NY 14901",607-734-1665,607-734-3708 fax,"...Stanton Direct Marketing concentrates exclusively on Insert Media Brokerage and Management. This focus, from an experienced staff, ensures that our...",http://www.stantondirect.com
1086,Student Marketing Group,"777 Sunrise Hwy. Ste. 300 Lynbrook, NY 11563-2950",516-593-8877,516-593-4705 fax,"...With over 30 million households in the youth market, this dynamic audience evolves and changes every year. Student Marketing Group,...",http://www.studentmarketing.net
1087,"TeamNash, Inc.","4 Jonathan Drive East Hampton, NY 11937",631-267-3385,,"...TeamNash specializes in applications of proven but often over-looked direct marketing methods to modern packaged goods, financial services, real estate...",http://www.teamnash.com
1088,"Teikoku Databank America, Inc.","780 Third Avenue 22nd Floor New York, NY 10017-2803",212-421-9805,212-421-9806 fax,"...The Japanese market has become increasingly global in the past decade. However, the information that foreign companies can obtain on...",http://www.teikoku.com
1089,The Direct Marketing Association,"1120 Avenue of The Americas New York, NY 10036-6713",212-790-1563,,...The Direct Marketing Association is the leading global trade association of business and nonprofit organizations using and supporting direct marketing...,http://www.the-dma.org
1090,TowerData,"379 Park Ave S FL 5 New York, NY 10016",866-377-3630,646-365-3060 fax,"...TowerData provides technology-driven direct marketing solutions that can quickly and cost-effectively validate, correct, and append every point of contact you...",http://www.towerdata.com
1091,Tri-State Envelope Corp.,"One West 34th Street Suite 704 New York, NY 10001",212-736-3110,212-564-5162 fax,...Tri-State Envelope Corporation was established in 1966. We are a service-oriented multi location company dedicated to the...,http://www.tristateenvelope.com
1092,U.S. Monitor,"86 Maple Ave. New City, NY 10956-5019",845-634-1331,845-634-9618 fax,"...U.S. Monitor's mail monitoring and list protection service answers these important questions: Is your mail delivered? How long does...",http://www.usmonitor.com
1093,Unit 7,"30 Irving Pl. 11th Fl. New York, NY 10003-2303",212-209-1600,212-209-1800 fax,...Trust Relationship Management™ (TRM™) is the necessary evolution of CRM.TRM™ goes beyond a brands personality to engage consumers at the...,http://www.unit7.com
1094,Valpak New York,"875 Avenue of the Americas New York, NY 10001",212.560.9400,212-560-9470 fax,...THE BEST WAY to reach your TARGET AUDIENCE ...,http://www.valpaknewyork.com
1095,"Ventura Associates, Inc.","1040 Avenue of the Americas New York, NY 10018-3714",212-302-8277,212-302-2587 fax,...Ventura Associates is an award winning marketing and sales promotion agency specializing in the design and execution of online and...,http://www.sweepspros.com
1096,Wunderman,"285 Madison Ave New York, NY 10017-6401",212-941-3000,,"...Wunderman creates impactful conversations between our clients and their customers. For over 50 years, listening has been at the core...",http://www.wunderman.com
1097,Z-CARD® North America,"39 Broadway, 32nd Floor New York, NY 10006",212-797-3450,212-797-1530 fax,"...Z-CARD® is the global specialist in PocketMedia®. We believe that successful marketing is all about simple ideas, brilliantly executed, that...",http://www.zcardna.com
1098,ZenithOptimedia Direct,"299 W Houston St New York, NY 10014-4806",212-859-5236,212-727-9495 fax,...ZenithOptimedia Direct is one of the leading Direct Response media agencies in North America. ZenithOptimedia Direct is comprised of...,http://www.zodirect.com
1099,1-800-Flowers.Com,"1 Old Country Rd Ste 500 Carle Place, NY 11514-1847",516-237-6000,,,
1100,"Access Direct Systems, Inc.","91 Executive Blvd. Farmingdale, NY 11735-4710",631-420-0770,631-420-0791 fax,,
1101,ACN USA,"725 Leonard St PO Box 220384 Brooklyn, NY 11222-2350",212-334-5340,,,
1102,"ActiMail, Inc.","121 West 27th Street Suite # 303 New York, NY 10001",212-245-2272,212-245-2523 fax,,
1103,"Adriana Associates, Ltd.","2 W. 45th St. New York, NY 10036-4212",212-719-5952,,,
1104,AMA - American Management Association,"1601 Broadway New York, NY 10019-7434",212-586-8100 x8072,,,
1105,American Bible Society,"1865 Broadway New York, NY 10023-7505",212-408-1200,,,
1106,American Civil Liberties Union Fndtn.,"125 Broad St Fl 18 New York, NY 10004-2454",212-549-2600,,,
1107,American Express,"World Financial Center 200 Vesey St New York, NY 10285",212-640-2000,,,
1108,Amnesty International USA,"5 Penn Plz Fl 16 New York, NY 10001-1823",212-807-8400,,,
1109,"ANDREWS WHARTON, Inc.","150 Broadhollow Rd. Suite 84 Melville, NY 11747-4901",631-470-4546,631-470-5683 fax,,
1110,Arbor Commercial Mortgage,"333 Earle Ovington Blvd Uniondale, NY 11553-3610",516-229-6615,,,
1111,Astoria Federal Savings,"One Astoria Federal Plz. Lake Success, NY 11042",516-327-7000,,,
1112,Autism Speaks,"1 East 33rd Street 4th Floor New York, NY 10016",212-252-8584,,,
1113,Barbara Gold,"10 West 15th Apt. 1924 New York, NY 10011",917-750-4038,,,
1114,Berkery Noyes Investment Bank,"1 Liberty Plz Fl 13 New York, NY 10006-1404",212-668-3022,,,
1115,Bobley-Harmann Corporation/GiftValues,"95 Hopper St Unit 1 Westbury, NY 11590-4826",516-364-1800,,,
1116,Brian Wolfe,"418 E. 59th Street Apt # 26A New York, NY 10022",516-840-3748,,,
1117,Brilig,"220 Church Street Suite 829 New York, NY 10013",212-297-1860,,,
1118,Brooks Brothers,"346 Madison Ave. 10th Fl. New York, NY 10017-3788",212-682-8800,,,
1119,Canoe Ventures Llc,"666 3Rd Ave Fl 26 New York, NY 10017-4036",212-364-3600,,,
1120,Catholic Charities - Brooklyn & Queens,"191 Joralemon St Brooklyn, NY 11201",718-722-6000,,,
1121,Catholic Near East Welfare Association (CNEWA),"1011 First Avenue 15th Floor New York, NY 10022-4195",212-826-1480,,,
1122,Chartis,"70 Pine St, 22nd Floor New York, NY 10021",212-770-8013,,,
1123,Chief Marketer and Multichannel Merchant,"249 W 17th St New York, NY 10011-5390",212-204-4228,,,
